mse1,mse2,mse3,mse4
,,0.00418124680846,0.00418124680846
,,0.00418540243943,0.00418540243943
,,0.0041917373294,0.0041917373294
,,0.0042003467942,0.0042003467942
,,0.00421135506906,0.00421135506906
,,0.00422493191396,0.00422493191396
,,0.00424130879462,0.00424130879462
,,0.00426079677558,0.00426079677558
,,0.00428380655536,0.00428380655536
,,0.00431086640353,0.00431086640353
,,0.0043426218123,0.0043426218123
,,0.00437977301768,0.00437977301768
,,0.00442285833925,0.00442285833925
,,0.00447177297461,0.00447177297461
,,0.00452517065667,0.00452517065667
,,0.00458074794742,0.00458074794742
,,0.00463748172875,0.00463748172875
,,0.00469674848192,0.00469674848192
,,0.00475841486214,0.00475841486214
,,0.00481981368768,0.00481981368768
,,0.00487700589309,0.00487700589309
,,0.00492480978632,0.00492480978632
,,0.00496515768664,0.00496515768664
,,0.00500876404525,0.00500876404525
,,0.00506302887683,0.00506302887683
,,0.00513764472789,0.00513764472789
,,0.00542172841694,0.00542172841694
,,0.00663595543371,0.00663595543371
,,0.00451905013065,0.00451905013065
,,0.00421185402939,0.00421185402939
,,0.00573137610797,0.00573137610797
,,0.00443567735724,0.00443567735724
,,0.00491690292666,0.00491690292666
,,0.00908049011631,0.00908049011631
,,0.0047065952631,0.0047065952631
,,0.00451925253662,0.00451925253662
,,0.00561075076532,0.00561075076532
,,0.0113265984809,0.0113265984809
,,0.00399057039614,0.00399057039614
,,0.00433461338125,0.00433461338125
,,0.00504125544801,0.00504125544801
,,0.00542617363757,0.00542617363757
,,0.00522335516605,0.00522335516605
,,0.00804109694318,0.00804109694318
,,0.00495082332459,0.00495082332459
,,0.00532095259263,0.00532095259263
,,0.00940914471406,0.00940914471406
,,0.00407408173156,0.00407408173156
,,0.00507913751777,0.00507913751777
,,0.00567809696039,0.00567809696039
,,0.00671340555185,0.00671340555185
,,0.0042888429457,0.0042888429457
,,0.00523212897884,0.00523212897884
,,0.00638520710444,0.00638520710444
,,0.00549964979141,0.00549964979141
,,0.00639183231482,0.00639183231482
,,0.0092463882499,0.0092463882499
,,0.00446158637382,0.00446158637382
,,0.00775193551912,0.00775193551912
,,0.00623777965254,0.00623777965254
,,0.00648233259418,0.00648233259418
,,0.00586353661327,0.00586353661327
,,0.010072583213,0.010072583213
,,0.00993110824675,0.00993110824675
,,0.00619722787807,0.00619722787807
,,0.00520441191011,0.00520441191011
,,0.00557466072189,0.00557466072189
,,0.00653724940868,0.00653724940868
,,0.00992887389998,0.00992887389998
,,0.00528997947848,0.00528997947848
,,0.00632792910907,0.00632792910907
,,0.00973890680707,0.00973890680707
,,0.00920999858134,0.00920999858134
,,0.00973937482054,0.00973937482054
,,0.00877878101765,0.00877878101765
,,0.0056407652207,0.0056407652207
,,0.00614314431908,0.00614314431908
,,0.0115496203387,0.0115496203387
,,0.00519357196299,0.00519357196299
,,0.00428833897306,0.00428833897306
,,0.00589015094822,0.00589015094822
,,0.0101758163597,0.0101758163597
,,0.00593188551857,0.00593188551857
,,0.00775087898507,0.00775087898507
,,0.00634563320483,0.00634563320483
,,0.00520744261777,0.00520744261777
,,0.00774710393261,0.00774710393261
,,0.00925812335438,0.00925812335438
,,0.00944440234787,0.00944440234787
,,0.00664789685683,0.00664789685683
,,0.00944410070169,0.00944410070169
,,0.00546088331725,0.00546088331725
,,0.00516442192699,0.00516442192699
